Question	rel_label
what is not good for goats	2840
where was Shoenberg born	1
what Looks For Good Times	2841
What is for The Color Purple	1175
what started in 3102 B.C.	208
On how much budget did George Romero produce the film	2842
who have obtained certificate of naturalization	2843
When was FMPA created  	1025
what  originated in Mesoamerica	1109
how are Regular classes offered	726
who was Landor	2844
What is Glidden	2845
what stretches from Dune Acres	2846
Who relocated to Truckee	986
of what does Public transport consist	13
Who left the group for a solo career	1244
What should be used for micro-finance	1424
what apply for undergraduate and graduate studies	2847
where is Marietta	60
what does Black mark sound like 	2848
what high school offers a class in theater	1953
Who invades Bengal	2849
Who is not significant for altruism	2850
what can Bridger accommodate  	290
when did Williams die	2485
what pioneered the technique of limited animation	2708
For what is 100 % of the building used 	2851
who is still residing in Cincinnati	2852
who lost ground to Este Lauder	2853
where is Reggie currently located 	474
what does Orange also possess	2463
who was George Allen   	2854
where is Toyooka	1288
what was active through 1967	1250
what flows to Deep River	2855
who is Mr. Armstrong	1796
in where are Heavy rains excepted	2856
Who went to Huntington	2857
who  is in prison	659
what are States of matter 	2858
where was Van Hoogstraten born	1
to what did Small molecule  dock 	2859
What was not introduced until 1975	2408
Where is Goj located	472
who has won six awards	2565
who  was an unsuccessful candidate for reelection	721
what is Soul	466
Who was born in Tonna	1
To where did Pat go  	85
what are a key component of genre fiction	1764
who currently resides in Arlington	423
how did Abela place second  	2860
what is collected for 30 minutes	2574
who died in Houston	18
what can be found only in New Zealand	2861
What was first presented at Handheld Learning 2006	2862
where  is Foster	60
to what did Brooke give birth 	2863
What is also a permanent member of the UN Security Council	2743
who holds a certificate in Public Relations	2628
who died in 1633	18
by whom was Sema taken over 	2864
To whom is Leek home  	73
What improved to 2-10	2865
What has Sydney 	1540
Where can Examples be found 	1066
What is established at the University of Regina	1252
what are Common materials 	2508
To whom was George referring	1243
What are used in medicinal teas	2478
What is Yuba	348
Who published Kenilworth	2866
Who arrive in Pennsylvania	778
what may involve any number of clock cycles	2389
where is AWF based	232
who had committed suicide	2008
Whom does Jerry stop kissing 	1339
What were held in Belgrade	200
where did Steinhardt grow up 	194
What improved to 4-11	2865
What was added on March 13	2867
where are Member teams located 	68
what is related to perception	1855
Who is Johnson	2868
what is needed for lighting	2539
who introduced as new coach	2244
what consists of a single frame	13
what exists in seven classes	1105
to what did Continental Express changed its corporate name 	2869
for what Jarno Trulli finished fourth  	927
who  reunited with Olivia Newton-John	2870
in what do Adults participate  	2871
who is a member of the Communist Party of China	139
to whom does Chloe become attracted	1407
Who have discovered in Byblos	1068
what happened to Al-Amoudi 	2872
where  has Anderson made many guest appearances 	1242
What  is a duo from Bristol	2873
where was Blumenthal born	1
who also identified Jonathan Miller	2874
where is Rexford	1822
Where was Borowitz born	1
who returned on offense	2875
what were said in English	1445
What did Myers become  	2876
who is the Ibis-headed god of knowledge	2877
what is  a dish of India	2878
what is in a padded room	659
what is a town in Cass Township	60
What is Snape	271
who wrote to Pope Innocent III	946
What societ is in Kenilworth	659
what  is from Burien	359
when was Rita written out	2879
where is Lindsay	134
to whom Carlin dedicates the album  	2880
What were held with 45,000 households	2881
to whom was Constantine already married 	898
where did Robinson grow up 	194
By what is Hampton served 	1514
who played two seasons with Jackson State University	2882
where is Slough Creek	72
What is the central bank of Ghana	1340
Where have Red Mages appeared  	809
who agrees with God	2883
what are commonly used for network intrusion detection systems	2884
what does Emil introduce 	2885
Of what does Akron consist 	13
For what has Bourne campaigned 	2886
Where Mariana attends  	516
what started in Darwin	208
what endorses the U.S.	2328
what is a critical ingredient of chili powder	2887
what erupts in Kinshasa	2888
What could grow to vast sizes	2836
What is Bugbrooke	1641
to when did Rex travel back 	372
when did Ladefoged die	424
who played college basketball at the University of Southern California	2889
What is Kk 	197
what varies widely for police officers	2890
who is Cronus	1746
who received his early education at home	2891
What does Putin tighten 	2892
Where is Mexicantown located	68
Where  is also home to the National Osteoporosis Society	253
What is Milwaukie  	2893
what is a city of Lombardy	1208
who took against Peggy	260
who is Kenyon	640
about whom does Pamela have doubts	1177
where was Ordez traded 	16
What is located at 5938'35 North	47
who has a large percentage of Mennonites	2807
what was made to Duke William	2894
when was A second volume  published	66
what is part of the Lafayette Metropolitan Statistical Area	9
what can individuals gain	2683
What meets a wide range of eccentric characters	2895
what is also written in Devanagari	2896
who played for the Cincinnati Reds	221
what is courtesy of the Museum of History and Industry	2897
What is located in the Piedmont	68
to what did Week 8  slump	2898
When did A CBE follow	2899
where did Florida Atlantic led the NCAA  	2900
who is the son of Canadian immigrants	942
Who was awarded a prize of Rs	1408
when did Zhu do so	1162
what is a play by Neil Simon	128
What are one source of information	2901
where is Ardglass	2902
what may be used for welding	2624
What are Domains	2903
on what has Hart also written extensively  	2904
where does digital radio begin	608
what was set to expire in 1801	2905
Where does Fatora not exist 	775
when was Timecop released 	228
who made his major league debut on August 21 , 2003	144
where did Buchanan return to	92
where was the capital of Mazandaran	358
what is Death like	2906
who ran for the Senate	1664
who was son of Lt . Col	518
what has Johnson been	2907
when will VISTA be operational 	2908
where is a place of torment	2909
For what  is Heather arrested  	2910
to what is Deviation related  	1855
who soon proceeded to Japan	1567
what are also based in Sunderland	2027
where is Arcadia 	197
What is Kemblesville	140
who is annoyed by West	2911
what has around 900 pupils	1122
where  can Long vowels only occur  	2912
What was passed over for post season play	2913
who is also known as Abu Omar	1230
what was part of Lotharingia	9
What is a member of the World Flying Disc Federation	139
Where is The York River	1349
for what is Gerry Lopez well known	2914
What move forward in Round Rock	2915
Who became leader of United	2916
who occupy Antakya	1679
Why was Harvest designed  	2917
to whom Buffy returns 	92
what were reintroduced in 1935	751
what has been rebuilt three times	683
Who has also been criticized for political reasons	451
who was made a Fellow of the Royal Society of Canada	2918
who was born in Fort Hood	1
where was Black offered a part 	2919
How may Hypertrophy be caused 	1289
What can actually lead to a sale	2920
of what is duplicate content a side effect 	849
with whom Elizabeth reemerged with Hogan	2921
who were based in New Orleans	232
what is The Illinois House of Representatives	2728
who was born in Polo	1
who don't compete at the Olympics	330
what is Raton	134
where is Natural gas found	2922
as what was Corish appointed	2923
what does NTT have	2924
What are News releases   	2901
where was Feeney born 	19
in what is Saint Cuthbert also detailed 	2925
where  is on fire	2018
what was Gloucestershire once divided into 	446
where is Downtown Shreveport 	2018
Who is  Hume	139
who can connect to an Amtrak train	2926
into what are Larger groups organized	2927
what Society is a national association of paediatricians	2928
What happened to ASF subsequently	2929
What were published in 1990	66
what did Yellowknife become	2930
who is Ohno 	2931
who are Haitians	2932
what are the absence of P waves	1825
What is English Language 	2933
to what may Creativity lead 	2934
who  was born in Milton	1
on what  can The Tree Sparrow have beneficial effects 	1163
on what is Emphasis 	2018
What  should remain a disambiguation page	1804
for whom did Worden get underway 	1574
by what country is Region 0 widely used 	2935
Where is home to 500 bridges	73
when was The Championship first televised	2936
Of what was Nick a founding member  	2210
of what is NCU composed	2212
What did 1936 marke for Samoa	487
Where did Tien die  	18
What Wikipedia is not 	2937
What  was composed of 40 bits	2212
who was born in Heacham	1
who was Tina dating 	293
Where is Beal College	2938
What begins at the Mississippi River	713
what is a city in Mato Grosso	134
When was Fayetteville incorporated 	2939
What is the center of Independent School District 787	1090
Who is the head of prosecution	1823
who are predominantly Muslims	2364
What has been evolving since 1999	2940
where was Dolan born	1
where was Janssens transported back  	477
who is also known for floriculture	2941
which Party is a political party in Lebanon	664
Who dies there in a car accident	2942
of what  has Canada been an elected member  	1460
what does Washington Bend	2943
who is ceded to the French	2944
What is also known as Jyotish	1230
What private university is at Nisshin	1323
what is Gary	134
who is an American football fullback for the Arizona Cardinals of the National Football League	882
when are Comedy nights held 	312
what  come in a variety of sizes	35
what is Mail	1714
where did Graham fall  	2077
of what is Lithuania not yet part	2945
What did German Fest celebrate  	1141
who died in Batesburg	18
who his position on December 2 , 2008	2946
what is Kilmaine	197
What does The University campus  cover  	198
Who  had also dabbled in fan films	2947
Who remarried after William 's death	2948
who grew up in Springfield	194
what are Five of these  also subdivided into 	2949
Which team won at Colorado 29-13	2950
who became a citizen of the United States	2951
Where was Ramsey born  	1
What does RP-HPLC require	2952
Where is Lena	197
What do not require calibration	2953
What should refer to population	2954
What was around 600 grams	947
WHO  are wearing blue shirts	2955
what was produced until 2001	1856
what  are given in severe cases	2956
what is a commune located in Alba County	807
what is a form of consequentialism	1485
where is Lombard	1239
WHO then retired to Wales	2957
who was Henry	2420
where did Graffiti uncover 	2958
what does The Bluebell have	2959
what is the state tree of iowa	2960
what is approximately six months	2961
where is Star	271
when was The Clan of the Cave Bear  released	1110
who was Cupid	1237
what are housed in the Humanities Building	2962
what  is The Grand Palace for 	2963
what was built in 1956	618
what came after the Protestant Reformation	1529
when was Narinder evicted 	2184
Who held the position for two seasons	470
what  is a river in Kyoto	1349
Where did Hollister remain  	17
for what is Variable data printing mainly used 	2964
When have Annual meetings taken place  	1876
what  is an unincorporated town in Gulf County	1010
where  is Uncle Junior 	659
What kind of integrartion has played a part	764
what  is not the only form of liberalism	2131
Where is located just outside Frederick	2965
who was born on August 7 , 1807	166
What is Lowell Cemetery	2966
Where is Mooresville	60
what does Diocese include	1187
Who subscribe to The Star-Ledger of Newark	2967
Who is a British author of children 's books	2968
Where is A sawmill  located  	47
What has The Editorial Committee   	2969
What  lasted until approximately 1888	2970
What is Dayton	60
When did The Wailers play 	2252
Who is married to Kandor	737
how much budget Die Hard had 	2971
Where may Further information be found 	1294
When was Madden NFL 09  released 	228
where did Fairbanks first come to 	1848
What are usually made of metal	2972
what is  a large town in Cheshire	417
Who was incorporated in 1948	2939
what  were fitted on 5 July 2006	2973
who  is Bogar 	2974
what is Stinger	2975
where do Blunt injuries predominate	2976
who was appointed Lecturer at Lincoln College	2977
Who played in june 1977	2252
where did Frankl live	51
who  lived in households	51
where did Kelley play college football 	219
As what Dudley started off  	2978
Who was Mackenroth  	2182
Who attended High School in Yellowknife	129
where was Torrens born 	444
how much of the population are of Aboriginal origin	159
where was Graves born	1
what is  is a city located in Hancock County	472
What should be kept at 0 ppm	2979
What does Mill explore	2980
What was an early pioneer of online diaries	2981
of what are ethnic groups categories 	1298
When did The Academy  start	208
Who was  jailed for contempt of court	2093
What is a comprehensive public high school in Kannapolis	2982
what is related to temperature	1855
What must Members be  	1946
When did Argentina invade the islands	1662
when did Kampusch escape	2983
how did Ricky spend two months 	1032
What do lawyers study	2648
What did Long become 	2984
What is Moringa	2985
what was resumed at 8 a.m.	2307
what  can be seen only on X-ray images	2986
What is Flowers	140
where did Angelina move	33
What was released on October 24 , 2006	228
Who  was born in Samoa	1
when does FHS serve students	2987
for what does Agriculture accounts account	2806
what is a district in the Central Region of Malawi	106
how are Students selected 	2988
who compete from age 5	1334
who proposes to Lane	1939
When does The Sunday Eucharist take place  	2989
what describes a set of tools	1352
What reach as far south as Benwood	2990
who appears in Blues Brothers 2000	392
what is a village in England	197
who was Mary Sumner	1064
what did Ferber continue	2991
what were set up in Malaysia	42
Who  soon formed White Tiger	2992
Where  was Dickey born	19
what  is the name of a Macintosh operating system	259
who was Szigeti	2993
until when did Status remain 	2994
who  worked for Brunner Mond	2995
what was sold again in 1938	2996
what street is in the City of Westminster	2997
 What is Kaina  	2998
what is Keansburg	9
as what are Chin-ups  often incorrectly referred  	2999
Of what  is Fleurimont a borough  	2002
when were Socialist Youth founded	308
What started off as a mining town	2978
What did Max feature 	3000
where is Sun City West	32
what  is created for automobiles	2259
What originally opened on 1 May 1903	3001
Where was Ishibe 	628
what is Fukagawa	472
why was RSA 48 bought 	3002
what are installed in pairs	443
how did Waterman win 	980
what is a name of Slavic origin	3003
when  did Spooner die	424
who was James	2351
who is talking about the Sun	3004
where had a population of 171,235	871
for what did Miller volunteer	2322
What is Lena	197
what  opened in January 2002	440
what did Colonists do	1079
what is located in Morgantown	68
when was OH 716 establish 	218
where is Clubbing observed 	1387
How did Valli die  	18
Who is Leo  	942
where did Estes move his company 	1921
where had Muhammad emigrated	3005
who is roommates with Hollywood	334
what lasts just under 30 minutes	2797
Who writes a regular column for the Washington	3006
from what was Baker dismissed 	2669
what was held in Tehran	200
what has manufacturing plants in Japan	3007
where did Livingston die	18
to what did Darwin refer	893
where could an appeal  be made 	3008
What is Lewe	60
Where did Mercedes then move 	1136
who was a prominent member of the Freemasons	3009
What was unkind to Largo	2721
when did Gmez turn professional 	416
to where was Hatta sent  	698
what is South Hill	60
Where is Heartbeat International headquartered 	101
Where is Ramnagar	3010
What is most often used as a verb	1067
when was The Bank founded 	433
Who has been portrayed in film	3011
For what team did Garca play 	221
where did Shull die 	18
What is in City seal	659
what was soon established in Burma	3012
At what did the Signal pass 	3013
who is a frequent contributor to the Wall Street Journal	319
Who did Ken Shamrock defeat	974
where is The Fest held	3014
who is Davey	431
who is hospitalized for chronic back pain	1318
When was Littleton born  	166
Where did U.S.-led forces  occupy	3015
When was Greenlee paroled  	3016
who recorded the song on May 19 , 1953	3017
who has also been recognized in the Chronicle of Higher Education	209
what run over 9 years	3018
what got off to a bad start	590
What are common in Europe	1981
what is needed after academic	1996
how many  residents live on Cobb Island	3019
for what  is Remix free	2344
with what can Solway often be confused 	3020
Who was married in 1938	826
where is Jiggs	140
by what is The County bordered 	3021
who are often accompanied by black cats	1374
what is wholly owned by NFIB	3022
Who has had a varied career in television and radio	1916
what is composed of 26 cantons	2212
Who died in March 1824	18
Who was born in Southwark	1
where was Triton operating 	3023
what was Istanbul  	1090
What is Shoki	3024
Where was Bergmann born  	1
Who is a member of the Galaxy Rangers	139
What did Dylan write 	703
what is Mainz	358
where is Manzano	32
how much  was Cooking time  	3025
Of what are People dying  	2028
where did William die	510
who spent some time in the United States	80
where were Around 1,500 people working 	3026
what Swallows Taito	328
for what Dutch Square Looks	2841
What was released on DVD July 17 , 2001	228
what did Manichaeism have	3027
Who are Party-goers primarily 	2530
by whom is Roy interviewed	3028
who made his major league debut on April 16 , 2004	144
Who was the youngest of three sons	2434
what is stored in a locker	954
who is writing screenplays	3029
Who was appointed by Texas Attorney General Greg Abbott	3030
What is Korean for Future	3031
what opened in 1953	440
what is The International City/County Management Association	3032
What have Sparkling wines  got 	3033
who  resigned as CEO.	3034
what is Men's doubles	2472
What did Muammar al-Gaddafi want to do	122
who  takes toll on crops	553
What small unincorporated town is in Shelby Township	64
where is Carthage 	134
who is well known around town	3035
What was a major battle of the War of the Spanish Succession	3036
what does Rolling Stone magazine  do	3037
who was President of the Music Division	620
what did Aybar then take 	3038
where was Buxton born	444
Where did Ftis die	18
for whom did The American Civil Liberties Union  file a brief 	3039
what was Willcox practicing 	1099
what was Dysart awarded 	3040
Who is a member of WPO	139
Who was born in Cannock	1
For whom did Gall write 	3041
Where includes the towns of New Glasgow	1187
what was formally organized on May 12 , 1951	463
What are greater than 2 cm diameter	1320
Where was Adeline born  	1
what was founded in 1654	308
who began working for the United Nations	2533
What  is a joint venture between GS1	624
of what did The Nation historically consisted 	2222
What  were held on 20 Jan	312
what is assigned to the Prophet Jeremiah	1197
who was born in Lanark	1
when is Reconstruction expected to be completed	3042
where is West Boca	140
what is a rock band from Oahu	694
what is The Autova A-316	1093
What is A gimlet always  	1829
whom does Harlock also meet	2432
when did The ADA become law 	3043
Since when has Moodle been evolving	2940
what word means to live in a place	3044
what is FlyLal  	1648
To what Simon turns  	87
what is a municipality in Osijek-Baranja county	243
for whom were Second-parent adoptions designed 	828
who stars as Anne Elliot	3045
to what is Terminal 4  home 	73
for what was a team of engineers brought in 	1683
who has developed a special relationship with the Masai	782
where was Edmonton	659
What subsequently went out of business	2929
what was first televised in 1937	2936
What has begun as of late 2008	1706
how  is WaterFire presented	3046
Who has guest-starred in various television programs	589
Who was officially named for General Lafayette	3047
Into what is TP separated 	3048
Who went straight to BOC	1515
what did Alan King later go on to form 	3049
when was The Assay Office declared a National Historic Landmark 	3050
What are Blocks sometimes called  	3051
who is not seeking re-election	3052
who had been born at Snitterfield	3053
to whom does Callirhoe write	946
what is a matriculation 	3054
Who was born on 12th January	166
Where was Keith born 	1
who will have primary amenorrhea	3055
what is Clear Spring 	1010
What is important to Wikipedia	619
for what is iconography used	758
what's The Maid of Orleans	3056
to which country did Sweyn turn his attention 	996
who has competed in 11 Summer Games	1923
where did Larson grow up	194
Who frequently participate in traditional festivals	2483
who is the younger brother of Suzuna	1325
who  had agreed in principle	3057
what is not Spain 	173
what did The Interior Department include	3058
What is Muslim not	173
when did Monaco turn pro 	1354
Where is New Concord located 	154
What stands for Technology	578
Whom did MVP then attack	2809
who moved to Melbourne	33
how much area does The Rodney District  cover 	198
What vary by region and country	3059
who  focus on productivity	177
When was Flowers first married 	3060
what is indeed in SA	3061
who attended the University of Louisville	411
What are appointed by the Premier	3030
what does Dutt cite 	3062
what does W. H. Auden publish 	2866
who grew up in Newark	194
by what is New Hope served 	1514
Where does Miss Pickerell go	85
how many are appointed to represent Manitoba	912
What was her main source of employment	3063
to whom does Dr. Pike make a house call	3064
what  account for about 1 percent	3065
what  increased to 43,000	3066
Where were Interiors filmed	1932
where is Lamington	2169
When were Floodlights installed 	443
What may take place on screen	536
who are becoming addicted to energy bars	3067
who was awarded an Honorary Doctorate of Law	3040
By whom was Cruz appointed 	3030
pf whom did Koppell finish ahead	3068
what is told in Mexico	3069
to whom did Brophy submit	3070
what had a profound effect on Western thought	3071
who  was appointed manager of Newcastle United	3072
Where is Campti	60
of what did Australia become a member 	1582
what town is in McMinn County	60
what was officially established in 1975	2629
For what is Adolf Hitler not significant	2850
where was Wadleigh born	1
With whom did Mirnyi partner 	1042
what can also form parts of Bases	3073
who  studied in Santa Barbara	3074
by whom is SIT accredited  	3075
where are Beer festivals held 	200
who pay the price for Nagy	1867
where is Catharine	60
Who  was born in St . Joseph	1
who was in Graz	659
What  is the county seat of Riley County	434
Who Can Survive Hank Williams Jr.	3076
who  told an audience of 500	2545
What is based at CFB Halifax	3077
On what is BoA sitting 	3078
What has been nominated as Good article	3079
for what is A similar interpretation possible 	3080
what is governed by a board of trustees	3081
who was born in Edison	1
where did Berry die 	18
by what is Data protected 	3082
where have Message boards been	1820
who was a year older than Bush	3083
When did Newbury Park  originally open	3001
Of what is Georgia not part	3084
what  opened on 27 September 1825	3085
When did A fire damage the building 	3086
where does The Institute have offices	779
where  was McPherson born	19
where had a population of 6863	871
To whom is Mr. Incredible married  	737
With what has Gainsborough a long-standing history 	353
where is Brandon	271
where are Rankings from	359
What were pressed by Webb	3087
who is John Wilbanks	3088
when did BCCI plead guilty	3089
Who  is seated on a throne	3090
who  was forced to declare bankruptcy	3091
When did Charlotte remarry 	2948
where is Woodgate	1787
what is Debris flow often mistaken for	3092
What means House of the Po	3093
Who died in Houston	18
What is shed in liberal quantities	3094
What was Taj McWilliams-Franklin  named  	2315
where did Eagles gather 	3095
where is Wagon Mound	197
What is a district of Poole	498
how was Schneeberger released  	228
what is made in Cincinnati	2152
what team  played their final season in the Twin Cities	3096
where is Lakeville	271
who was born on 2 December	166
How do Receivers vary greatly  	796
What  is standardized at the 3GPP	3097
who retired in 1951	391
what appear in Dawn of war	392
What was The BCS	3098
what is briefly mentioned in Portable Ops	3099
who announced his support for Barack Obama	732
what is Physiotherapy	1428
what is also located on campus	1771
what  is by mayor and city council	3100
When diFujimori published a book  	1744
what  are determined in software	2276
What is a member of the Insecticons	139
what is a form of Japanese poetry	1485
where is A camera placed  	1185
who  played collegiately for Arkansas	2580
for what did E open	3101
What can be made from Melamine resin	1262
who was Sumner	431
where is Verona	32
who  identified with Israel	3102
how much did Ward have five receptions	3103
where was Adamson born	1
To where did Tiridates fly	1079
What is separated of two stories	3104
What is a provider for EXA	3105
What is separated into three districts	3048
what is Bradley	60
Where is Gunwharf Quays	1546
who paid their taxes in wine	3106
of whom did Bennett learn	3107
who turned to Western Europe	87
where are Bikes allowed	722
When did Recolonization launch	3108
how long did Logging operations continue 	3109
Who  was born in McRae	1
What may Stress also trigger 	3110
What has a wide variety of cultural institutions	1540
who died in 1934 aged 86	18
who was born on August 5 , 1908	166
who died on October 30	424
of what was The B5070 formerly part 	2348
What was put up on Front Street	3111
Who was Johnstone	1449
where can Tornadoes occur	3112
who was back with a bang	3113
what is not appropriate on Wikipedia	2158
Where is Nead	1010
what uncovered in various contexts	2958
who was born in Pitcairn	1
When was A survey completed	1473
for what did Massachusetts steam	2802
who was born at Knigsberg	444
Where has A.D. received coverage	3114
of what is AIG a member	139
What operated out of the Isle of Portland	3115
what is a district in Rhineland-Palatinate	106
who  is Kohut	1882
where  is Billingshurst located 	154
who  moved to Orange County	33
of what  is Dickinson County part 	9
What was home to a school	73
when was South Bend  officially incorporated 	346
What is the belief in limited governments	3116
what are Students becoming addicted to 	3067
Who is depicted with sword	3117
What does Kururu often assume	1991
What is available on a day ticket	3118
What does German law mandate 	3119
where is Plymouth	134
who hates Jimmy Buffett	1536
Where was Cook captured	3120
Where was Insta-snow demonstrated	3121
who was De Keyser	178
who wrote the script in 30 days	2292
what exist for Thunderball	740
how is Diagnosis normally done 	971
To whom does Bizarro have similar powers	3122
who was born in Delhi	1
where did Robert Raikes  die 	510
where did Demetrius return	92
how is Full recovery common 	2435
where is Cox now headquartered 	3123
Where did Hancock go 	85
What is by invitation	3100
When  was Hill honored	3124
what was Babysitting to her 	3063
where did Malone attend 	411
what meets in Austin	647
what should be accessible to layman	2589
who fell to Tulane	611
what does Widespread Panic cover 	3125
How did London win	3126
what was first settled in 1659	2716
what did McLellan do  for nine years	3127
where did Heflin attend 	411
what depends on various factors	851
what is Ketchum	134
what is Haiku	1485
what is hardly equivalent to theism	3128
what would be submitted to the Ministry of Law	1784
what has Evasive Space  received  	2777
In what is Supsk rich  	378
who is also a member of Valley Transit	186
Who was born in Walnut Creek	1
who was knighted 14 November 1673	3129
who is currently a resident of Joshua Tree	3130
in what  is The Order involved	1155
who is the mother of Bam	3131
What is Page	60
what does not occur in nature	3132
how long did IMT continue 	3133
where are 21 services available	2497
who is Lindal	3134
hat has no foundation in American constitutional law	557
where had a population of 10,171	871
Where are 72 of them   	2018
as what may SVG files be used  	2199
who retired to Canberra	141
What does have a code of conduct	2796
how were Grilled onions  added  	3135
What is an album by Merle Haggard	466
What is Baudette	134
what  provides a variety of refreshments and meals	3136
What does Carroll County  contain	3137
What is the capital of Madhya Pradesh	358
what is The ORI 	2137
who was the daughter of Zeus and Leda	587
How many members abstained from voting	1076
when did Tensions reach new heights	3138
what has a long tradition of shipbuilding	594
which country lost to Italy	913
what is Geography	192
who  stayed in Henderson	2220
In where were 10,000 units installed	443
With whom did Richard reunite	2870
who auditioned for Kiss	1888
what does JCI also offer 	3139
who was married at Blessed Sacrament	2752
who employs over 5,000 people	2033
Who is from Nebraska	359
what closed on Christmas Day	3140
what is Rubric	3025
where is Westridge	1998
where is De Witt 	134
What did Ships used includ 	1603
what was just a hobby for Cope	792
what city is in Etowah County	134
Where was Odell born 	1
What city was formally inaugurated on March 1 , 1937	3141
who is originally from Chicago	2810
what was founded in 1982	308
who enlisted in the United States Army	404
To whom did Colten sell the newspapers 	656
who  is Executive Director of Science Commons	3088
who discusses the results of the Michigan primaries	3142
where does Quebec extends 	3143
who was capable of speech	3144
who doesn't believe this for a moment	3145
what was released in September 1980	1110
who  then visited Edward III	668
when did Disaster strike 	934
for what are Network taps commonly used	2884
where are Details provided	3146
What  is a name of Roman origin	3003
who is Chardon	3147
Who was born in Shkodr	1
what is a general term used to refer to card games	3148
How much has Primitive sold 	2165
where did Dorey move  	33
What does Ruddiman use	3149
where are Program accreditations 	659
what have been found on the North Slope	3150
from what is Anchor Way not far off 	3151
what does Eastern Orthodoxy represent 	3152
Who is sent to Saigon	698
what reported in September	2595
what is a member of ACORN	139
who returned to law	92
what went public in May 2005	3153
Where is Portlaw	60
by whom is Doolittle served 	1514
what is Chelan	134
What is Benjamin condemned to	3154
what is located in Lake Simcoe	68
whom does  Jeffrey Jones play 	3155
who was born in Martina Franca	1
To what is Prohibition  similar 	2122
of whom did Brown say	1851
of where is Johnette currently a resident 	3130
of what is Demobilization one aspect 	3156
What covers an area of 35.72 square miles	198
what belongs to Southeastern Europe	112
who had a crush on Jake	994
who was William Wyler	3157
what is responsible for acquisition	3158
what opened in 1955	440
when did Goldberg leave the group	1438
What was founded in 1904	308
who  became a minister in the Universal Life Church	3159
what is the set of rules	3160
what is Key Largo	32
what is Silko	2503
what town is in Italy	60
what are Lancashire	1449
To where did Amphitrite move up	3161
What was formed in 1819	461
when did Roemer die	18
who is a master of composition	3162
Where is Jonathan having problems 	3163
What are more common on older coins	3164
who retired in 1958	391
what is Naraka	2909
when was Major born 	166
what is Thailand subdivided into 	3165
What is the founder of Soros Fund Management	1064
where  were Relations finally restored 	3166
who was Skinner	2349
Where did Barnette make a trip to 	3167
what is the word for sock	614
who  appears in front of him	392
how did Jesus help	3168
What is the General of the Red Light 	3024
who was made Minister for Immigration and Citizenship	2143
who Plans Sunday Edition	3169
When did The Academy close	1593
What has currently about 500 employees	3170
what is also the site of Westminster College	1416
what was abandoned in 1962	3171
what does The U.S. grow 	1735
what opened at Santiago	3172
What is Waimea	3173
where was Traore born	1
how much time did Pre-production take	1743
with whom has Bhutan diplomatic relations  	917
what should return to national teams	3174
for what does Leiter work	262
Where is Freer 	134
Where is home to Myrtle Beach State Park	73
what will be in mid-2009	2564
To where is Lindsay returned 	1650
what movie won the Academy Awards for Best Picture	3175
Who recognized the influence of the Ku Klux Klan	1972
when was The Union  created	398
whom did Guests include  	205
what is Hiroo	2597
for whom is Louisiana named	1183
Who are a four-piece indie rock band from Sheffield	3176
how is Membership limited 	3177
what are Baronets 	98
what has only been released in Japan	3178
What is Cobb	197
to where Kirshner moved  	33
Where is Link	3179
who seek injunction against DEC	3180
What  is unstable in solution	172
where did Cohen then flee to 	3181
What is not a repository for images	2937
where is Palmetto	134
what is Saratoga Avenue 	1239
for which team did Lockie play 	221
what is Devereaux	3003
who was born at Fort Astoria	444
What is just east of Wilmington	846
what is State	3182
when did Veterans Memorial Stadium  open	440
what does M3 have	1655
for what team has Barnard played	3183
What continued to be used until 1967	484
Who  has a crush on Ayano	994
what  is cut into small pieces	2223
what do not distinguish gender	103
what has an honorary consulates in Manama	3184
Who is highly critical of Zionism	3185
what does Elena die from 	1151
who  stumbled to a 2-5 record	3186
what country became a member of the Asian Football Confederation	1582
What is Brock	140
What is also now available for Microsoft 's Windows operating system	3187
who also recognised the importance of economies of scale	3188
who has worked on a number of high-profile projects	1116
what is Red Butte	32
What takes place at 10am	2989
What is named after John Adams	2032
what did TIGR become 	3189
What is Campti	60
what is also the title of a 2007 documentary film	3190
for what are The MANs being built 	3191
what has been released by Universal Pictures	1862
What is ARTICLE 19 	2210
who invested millions in new equipment	2640
who was educated at the University of Melbourne	143
what returned on 28 February 1998	2875
whe did The Playhouse eventually close 	2373
what  was laid for story arcs	3192
what is Evesham also known as 	1230
What is owned by a single firm	1291
who joined in 1978	868
of whom is The Killer a parody	2329
where was Hendricks born	1
what is Santa Fe	134
what lasted for almost a minute	3193
where was Cerveris raised	365
What can transport Dolby Digital Plus	1969
where did Akermanis grow up 	194
Who include Darren McGavin	205
What is Cordova High School	1666
when was University of Kaiserslautern founded 	433
What was published in Geneva 1972	66
where had a population of 148,243	871
What does Cameron University also have 	3194
what is Morland	134
What was built in 1930	618
for what is Transit planning crucial	3195
What  was founded in 1962	308
What  is paid to dialogues	992
who is of Mexican descent	159
who began his career with the Oakland Athletics	1108
what is Ninian Park	830
what was founded in 746	308
where is Sherwood	197
who was born in Fitzroy	1
who ran for Mayor of New York City	1664
to whom did Giuliani testify	325
what is California	3196
what does not equal innovation	3197
what is Washington Park	3198
Who was subordinate to the Postmaster General	3199
What was taken out of Reserve	2309
Who is Sanders	640
who was promoted to Lieutenant Colonel	1114
When was Platte commissioned  	745
Who was born at Sauze d'Oulx	444
Where does A hot air balloon take off  	1402
